GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,UAA,URA,CD116A,SLDU18A,SLDL18A,VTD,VTDI,ZCTAA,SDELMA,SDSECA,SDUNIA,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U7J001,U7J002,U7J003,U7J004,U7J005,U7J006,U7J007,U7J008
"G0100010","2020","AL","0500000US01001","01001","3","6","Alabama","01","Autauga County","001",,,,,,,,,,,,,,,,,,"33860","1","388","99999",,,,,,,,,,,,,,,,,,,"1539634184","25674812","Autauga","Autauga County","A","+32.5322367","-086.6464395","06",,58805,42160,11445,217,881,35,910,3157
"G0100030","2020","AL","0500000US01003","01003","3","6","Alabama","01","Baldwin County","003",,,,,,,,,,,,,,,,,,"19300","1","380","99999",,,,,,,,,,,,,,,,,,,"4117656199","1132956041","Baldwin","Baldwin County","A","+30.6592183","-087.7460666","06",,231767,189399,18217,1582,2067,143,5335,15024
"G0100050","2020","AL","0500000US01005","01005","3","6","Alabama","01","Barbour County","005",,,,,,,,,,,,,,,,,,"21640","2","999","99999",,,,,,,,,,,,,,,,,,,"2292160149","50523213","Barbour","Barbour County","A","+31.8702531","-085.4051035","06",,25223,11317,11933,116,117,1,1039,700
"G0100070","2020","AL","0500000US01007","01007","3","6","Alabama","01","Bibb County","007",,,,,,,,,,,,,,,,,,"13820","1","142","99999",,,,,,,,,,,,,,,,,,,"1612188717","9572303","Bibb","Bibb County","A","+33.0158929","-087.1271475","06",,22293,16555,4413,60,32,9,465,759
"G0100090","2020","AL","0500000US01009","01009","3","6","Alabama","01","Blount County","009",,,,,,,,,,,,,,,,,,"13820","1","142","99999",,,,,,,,,,,,,,,,,,,"1670259090","14860281","Blount","Blount County","A","+33.9773575","-086.5664400","06",,59134,50663,845,337,178,24,3431,3656
"G0100110","2020","AL","0500000US01011","01011","3","6","Alabama","01","Bullock County","011",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1613083467","6030667","Bullock","Bullock County","A","+32.1017589","-085.7172613","06",,10357,2320,7396,72,9,10,302,248
"G0100130","2020","AL","0500000US01013","01013","3","6","Alabama","01","Butler County","013",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2012002546","2701199","Butler","Butler County","A","+31.7516670","-086.6819689","06",,19051,9752,8430,29,143,5,105,587
"G0100150","2020","AL","0500000US01015","01015","3","6","Alabama","01","Calhoun County","015",,,,,,,,,,,,,,,,,,"11500","1","999","99999",,,,,,,,,,,,,,,,,,,"1569246127","16536293","Calhoun","Calhoun County","A","+33.7705162","-085.8279089","06",,116441,80586,25559,487,1190,119,2471,6029
"G0100170","2020","AL","0500000US01017","01017","3","6","Alabama","01","Chambers County","017",,,,,,,,,,,,,,,,,,"29300","2","122","99999",,,,,,,,,,,,,,,,,,,"1545085601","16971700","Chambers","Chambers County","A","+32.9155039","-085.3940321","06",,34772,18850,13512,106,401,13,680,1210
"G0100190","2020","AL","0500000US01019","01019","3","6","Alabama","01","Cherokee County","019",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1433620850","120310807","Cherokee","Cherokee County","A","+34.0695153","-085.6542417","06",,24971,22707,987,109,56,1,191,920
"G0100210","2020","AL","0500000US01021","01021","3","6","Alabama","01","Chilton County","021",,,,,,,,,,,,,,,,,,"13820","1","142","99999",,,,,,,,,,,,,,,,,,,"1794438835","20592116","Chilton","Chilton County","A","+32.8540514","-086.7266071","06",,45014,35527,4067,338,181,6,2892,2003
"G0100230","2020","AL","0500000US01023","01023","3","6","Alabama","01","Choctaw County","023",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2365900081","19114321","Choctaw","Choctaw County","A","+31.9909539","-088.2488894","06",,12665,7074,5232,30,22,0,47,260
"G0100250","2020","AL","0500000US01025","01025","3","6","Alabama","01","Clarke County","025",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"3207494086","36657889","Clarke","Clarke County","A","+31.6855211","-087.8186244","06",,23087,12029,10255,74,94,1,82,552
"G0100270","2020","AL","0500000US01027","01027","3","6","Alabama","01","Clay County","027",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1564255426","5281616","Clay","Clay County","A","+33.2703999","-085.8635254","06",,14236,11375,1963,56,48,4,195,595
"G0100290","2020","AL","0500000US01029","01029","3","6","Alabama","01","Cleburne County","029",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1450666453","2352217","Cleburne","Cleburne County","A","+33.6719637","-085.5161261","06",,15056,13819,466,53,21,2,129,566
"G0100310","2020","AL","0500000US01031","01031","3","6","Alabama","01","Coffee County","031",,,,,,,,,,,,,,,,,,"21460","2","999","99999",,,,,,,,,,,,,,,,,,,"1758565928","3907189","Coffee","Coffee County","A","+31.4022580","-085.9896022","06",,53465,37080,8760,640,909,61,1908,4107
"G0100330","2020","AL","0500000US01033","01033","3","6","Alabama","01","Colbert County","033",,,,,,,,,,,,,,,,,,"22520","1","999","99999",,,,,,,,,,,,,,,,,,,"1535742270","79160396","Colbert","Colbert County","A","+34.7031120","-087.8014569","06",,57227,43631,9286,270,432,9,902,2697
"G0100350","2020","AL","0500000US01035","01035","3","6","Alabama","01","Conecuh County","035",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2202213384","6426488","Conecuh","Conecuh County","A","+31.4309257","-086.9887221","06",,11597,5912,5104,72,40,1,99,369
"G0100370","2020","AL","0500000US01037","01037","3","6","Alabama","01","Coosa County","037",,,,,,,,,,,,,,,,,,"10760","2","388","99999",,,,,,,,,,,,,,,,,,,"1685846963","39991153","Coosa","Coosa County","A","+32.9314453","-086.2434818","06",,10387,6824,3008,31,8,0,162,354
"G0100390","2020","AL","0500000US01039","01039","3","6","Alabama","01","Covington County","039",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2669165738","34194671","Covington","Covington County","A","+31.2439873","-086.4487206","06",,37570,30877,4607,147,240,0,257,1442
"G0100410","2020","AL","0500000US01041","01041","3","6","Alabama","01","Crenshaw County","041",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1576952763","5388562","Crenshaw","Crenshaw County","A","+31.7303106","-086.3200384","06",,13194,9388,3103,62,83,2,77,479
"G0100430","2020","AL","0500000US01043","01043","3","6","Alabama","01","Cullman County","043",,,,,,,,,,,,,,,,,,"18980","2","142","99999",,,,,,,,,,,,,,,,,,,"1902962812","52533095","Cullman","Cullman County","A","+34.1319229","-086.8692666","06",,87866,79142,937,408,522,64,2136,4657
"G0100450","2020","AL","0500000US01045","01045","3","6","Alabama","01","Dale County","045",,,,,,,,,,,,,,,,,,"37120","2","222","99999",,,,,,,,,,,,,,,,,,,"1453276166","4051341","Dale","Dale County","A","+31.4306536","-085.6094760","06",,49326,33429,10241,270,671,52,1243,3420
"G0100470","2020","AL","0500000US01047","01047","3","6","Alabama","01","Dallas County","047",,,,,,,,,,,,,,,,,,"42820","2","388","99999",,,,,,,,,,,,,,,,,,,"2534919608","39124778","Dallas","Dallas County","A","+32.3335263","-087.1143600","06",,38462,10409,26899,65,146,17,120,806
"G0100490","2020","AL","0500000US01049","01049","3","6","Alabama","01","DeKalb County","049",,,,,,,,,,,,,,,,,,"22840","2","497","99999",,,,,,,,,,,,,,,,,,,"2012620262","4107136","DeKalb","DeKalb County","A","+34.4609148","-085.8040207","06",,71608,56420,1046,1992,253,22,7171,4704
"G0100510","2020","AL","0500000US01051","01051","3","6","Alabama","01","Elmore County","051",,,,,,,,,,,,,,,,,,"33860","1","388","99999",,,,,,,,,,,,,,,,,,,"1601945705","99781059","Elmore","Elmore County","A","+32.5972290","-086.1427347","06",,87977,63139,18211,337,674,32,1343,4241
"G0100530","2020","AL","0500000US01053","01053","3","6","Alabama","01","Escambia County","053",,,,,,,,,,,,,,,,,,"12120","2","426","99999",,,,,,,,,,,,,,,,,,,"2448595161","20024887","Escambia","Escambia County","A","+31.1222867","-087.1684097","06",,36757,22202,10991,1539,114,22,278,1611
"G0100550","2020","AL","0500000US01055","01055","3","6","Alabama","01","Etowah County","055",,,,,,,,,,,,,,,,,,"23460","1","999","99999",,,,,,,,,,,,,,,,,,,"1385916770","35022972","Etowah","Etowah County","A","+34.0476407","-086.0342629","06",,103436,78584,15146,739,927,54,2729,5257
"G0100570","2020","AL","0500000US01057","01057","3","6","Alabama","01","Fayette County","057",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1625693254","4330881","Fayette","Fayette County","A","+33.7161568","-087.7642923","06",,16321,13666,1736,72,51,6,144,646
"G0100590","2020","AL","0500000US01059","01059","3","6","Alabama","01","Franklin County","059",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1641845708","32639621","Franklin","Franklin County","A","+34.4419892","-087.8428144","06",,32113,24333,1166,651,68,10,4293,1592
"G0100610","2020","AL","0500000US01061","01061","3","6","Alabama","01","Geneva County","061",,,,,,,,,,,,,,,,,,"20020","1","222","99999",,,,,,,,,,,,,,,,,,,"1487908432","11567409","Geneva","Geneva County","A","+31.0923822","-085.8210224","06",,26659,22078,2241,182,89,7,543,1519
"G0100630","2020","AL","0500000US01063","01063","3","6","Alabama","01","Greene County","063",,,,,,,,,,,,,,,,,,"46220","1","999","99999",,,,,,,,,,,,,,,,,,,"1675782057","33416141","Greene","Greene County","A","+32.8444965","-087.9642005","06",,7730,1301,6246,5,7,0,33,138
"G0100650","2020","AL","0500000US01065","01065","3","6","Alabama","01","Hale County","065",,,,,,,,,,,,,,,,,,"46220","1","999","99999",,,,,,,,,,,,,,,,,,,"1667926655","32403804","Hale","Hale County","A","+32.7527958","-087.6230608","06",,14785,5999,8337,39,25,15,66,304
"G0100670","2020","AL","0500000US01067","01067","3","6","Alabama","01","Henry County","067",,,,,,,,,,,,,,,,,,"20020","1","222","99999",,,,,,,,,,,,,,,,,,,"1454959642","16953809","Henry","Henry County","A","+31.5169779","-085.2399712","06",,17146,11888,4248,50,73,4,201,682
"G0100690","2020","AL","0500000US01069","01069","3","6","Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,,"20020","1","222","99999",,,,,,,,,,,,,,,,,,,"1501742239","4795415","Houston","Houston County","A","+31.1581831","-085.2964111","06",,107202,69265,28408,496,1282,63,2097,5591
"G0100710","2020","AL","0500000US01071","01071","3","6","Alabama","01","Jackson County","071",,,,,,,,,,,,,,,,,,"42460","2","497","99999",,,,,,,,,,,,,,,,,,,"2792044654","126334707","Jackson","Jackson County","A","+34.7641140","-085.9800556","06",,52579,45480,1636,770,214,4,921,3554
"G0100730","2020","AL","0500000US01073","01073","3","6","Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,,"13820","1","142","99999",,,,,,,,,,,,,,,,,,,"2878852142","32681784","Jefferson","Jefferson County","A","+33.5534439","-086.8965359","06",,674721,329590,281326,2321,13109,352,19074,28949
"G0100750","2020","AL","0500000US01075","01075","3","6","Alabama","01","Lamar County","075",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1566544684","1600679","Lamar","Lamar County","A","+33.7870852","-088.0874309","06",,13972,11962,1425,35,6,6,96,442
"G0100770","2020","AL","0500000US01077","01077","3","6","Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,,"22520","1","999","99999",,,,,,,,,,,,,,,,,,,"1730148679","133606345","Lauderdale","Lauderdale County","A","+34.9041221","-087.6509966","06",,93564,77141,9243,368,770,32,1552,4458
"G0100790","2020","AL","0500000US01079","01079","3","6","Alabama","01","Lawrence County","079",,,,,,,,,,,,,,,,,,"19460","1","290","99999",,,,,,,,,,,,,,,,,,,"1788864348","68682286","Lawrence","Lawrence County","A","+34.5297760","-087.3218651","06",,33073,24915,3304,1447,87,8,438,2874
"G0100810","2020","AL","0500000US01081","01081","3","6","Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,,"12220","1","194","99999",,,,,,,,,,,,,,,,,,,"1573528082","21515484","Lee","Lee County","A","+32.6040644","-085.3530477","06",,174241,111651,39570,720,8572,120,4392,9216
"G0100830","2020","AL","0500000US01083","01083","3","6","Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,"26620","1","290","99999",,,,,,,,,,,,,,,,,,,"1450296914","122310594","Limestone","Limestone County","A","+34.8102387","-086.9813995","06",,103570,77064,13307,708,1869,75,3862,6685
"G0100850","2020","AL","0500000US01085","01085","3","6","Alabama","01","Lowndes County","085",,,,,,,,,,,,,,,,,,"33860","1","388","99999",,,,,,,,,,,,,,,,,,,"1854651814","23271259","Lowndes","Lowndes County","A","+32.1478880","-086.6505859","06",,10311,2818,7192,17,15,5,39,225
"G0100870","2020","AL","0500000US01087","01087","3","6","Alabama","01","Macon County","087",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1576435594","11765508","Macon","Macon County","A","+32.3870267","-085.6928870","06",,19532,3252,15441,48,74,4,213,500
"G0100890","2020","AL","0500000US01089","01089","3","6","Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,"26620","1","290","99999",,,,,,,,,,,,,,,,,,,"2076136600","28786030","Madison","Madison County","A","+34.7642377","-086.5510802","06",,388153,242510,92066,2978,10292,482,10436,29389
"G0100910","2020","AL","0500000US01091","01091","3","6","Alabama","01","Marengo County","091",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2530155136","14951685","Marengo","Marengo County","A","+32.2475911","-087.7910910","06",,19323,8428,10188,9,54,3,218,423
"G0100930","2020","AL","0500000US01093","01093","3","6","Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1922660061","3180617","Marion","Marion County","A","+34.1382194","-087.8815510","06",,29341,26312,1106,106,75,14,415,1313
"G0100950","2020","AL","0500000US01095","01095","3","6","Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,"10700","2","999","99999",,,,,,,,,,,,,,,,,,,"1465531833","148495463","Marshall","Marshall County","A","+34.3095637","-086.3216681","06",,97612,76926,2428,1398,602,137,9587,6534
"G0100970","2020","AL","0500000US01097","01097","3","6","Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,"33660","1","380","99999",,,,,,,,,,,,,,,,,,,"3184064139","1074011171","Mobile","Mobile County","A","+30.6845725","-088.1965682","06",,414809,229550,146254,4057,8585,234,5998,20131
"G0100990","2020","AL","0500000US01099","01099","3","6","Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2656469672","22609681","Monroe","Monroe County","A","+31.5803324","-087.3832656","06",,19772,10391,8299,289,88,3,79,623
"G0101010","2020","AL","0500000US01101","01101","3","6","Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,"33860","1","388","99999",,,,,,,,,,,,,,,,,,,"2034045843","37716728","Montgomery","Montgomery County","A","+32.2028812","-086.2044615","06",,228954,75074,130467,795,7995,146,6282,8195
"G0101030","2020","AL","0500000US01103","01103","3","6","Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,"19460","1","290","99999",,,,,,,,,,,,,,,,,,,"1501337447","50196644","Morgan","Morgan County","A","+34.4544844","-086.8464021","06",,123421,89869,15453,951,850,85,7974,8239
"G0101050","2020","AL","0500000US01105","01105","3","6","Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1863936200","10902207","Perry","Perry County","A","+32.6390053","-087.2938269","06",,8511,2359,5936,16,10,3,11,176
"G0101070","2020","AL","0500000US01107","01107","3","6","Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,"46220","1","999","99999",,,,,,,,,,,,,,,,,,,"2282835039","22621093","Pickens","Pickens County","A","+33.2968003","-088.0968644","06",,19123,10739,7489,27,78,0,290,500
"G0101090","2020","AL","0500000US01109","01109","3","6","Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,"45980","2","999","99999",,,,,,,,,,,,,,,,,,,"1740645369","2339145","Pike","Pike County","A","+31.7986533","-085.9416076","06",,33009,18275,12138,192,588,21,439,1356
"G0101110","2020","AL","0500000US01111","01111","3","6","Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1503618358","9283013","Randolph","Randolph County","A","+33.2964614","-085.4640637","06",,21967,16772,3815,76,87,3,370,844
"G0101130","2020","AL","0500000US01113","01113","3","6","Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,"17980","1","194","99999",,,,,,,,,,,,,,,,,,,"1660652494","15564412","Russell","Russell County","A","+32.2898113","-085.1869798","06",,59183,27532,26243,228,420,140,1213,3407
"G0101150","2020","AL","0500000US01115","01115","3","6","Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,"13820","1","142","99999",,,,,,,,,,,,,,,,,,,"1635759732","56431785","St. Clair","St. Clair County","A","+33.7194907","-086.3113273","06",,91103,75728,8652,324,663,21,1064,4651
"G0101170","2020","AL","0500000US01117","01117","3","6","Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,"13820","1","142","99999",,,,,,,,,,,,,,,,,,,"2034279155","62288767","Shelby","Shelby County","A","+33.2630428","-086.6780894","06",,223024,165206,28939,1128,5152,108,8907,13584
"G0101190","2020","AL","0500000US01119","01119","3","6","Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2340898913","24634883","Sumter","Sumter County","A","+32.5974811","-088.2000571","06",,12345,2974,8997,26,102,5,27,214
"G0101210","2020","AL","0500000US01121","01121","3","6","Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,"45180","2","142","99999",,,,,,,,,,,,,,,,,,,"1908346572","60874403","Talladega","Talladega County","A","+33.3693135","-086.1759302","06",,82149,51214,26439,209,395,27,957,2908
"G0101230","2020","AL","0500000US01123","01123","3","6","Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,"10760","2","388","99999",,,,,,,,,,,,,,,,,,,"1855798005","128790974","Tallapoosa","Tallapoosa County","A","+32.8633076","-085.7996176","06",,41311,28477,10409,127,222,0,677,1399
"G0101250","2020","AL","0500000US01125","01125","3","6","Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,"46220","1","999","99999",,,,,,,,,,,,,,,,,,,"3420981170","78702314","Tuscaloosa","Tuscaloosa County","A","+33.2902197","-087.5227834","06",,227036,136582,69088,963,3253,104,6311,10735
"G0101270","2020","AL","0500000US01127","01127","3","6","Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,"27530","2","142","99999",,,,,,,,,,,,,,,,,,,"2048757700","36683003","Walker","Walker County","A","+33.7915581","-087.3010936","06",,65342,57012,3929,321,297,6,1047,2730
"G0101290","2020","AL","0500000US01129","01129","3","6","Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,"33660","1","380","99999",,,,,,,,,,,,,,,,,,,"2797712949","21660030","Washington","Washington County","A","+31.4085035","-088.2124041","06",,15388,10309,3318,1114,14,7,54,572
"G0101310","2020","AL","0500000US01131","01131","3","6","Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"2299540559","50592191","Wilcox","Wilcox County","A","+31.9900824","-087.3049349","06",,10600,2880,7483,11,7,6,35,178
"G0101330","2020","AL","0500000US01133","01133","3","6","Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1587657470","48873867","Winston","Winston County","A","+34.1545665","-087.3653458","06",,23540,21760,141,113,61,9,389,1067
"G0200130","2020","AK","0500000US02013","02013","4","9","Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"18091672533","20799851130","Aleutians East","Aleutians East Borough","A","+55.2450437","-161.9974772","04",,3420,684,297,802,771,32,626,208
"G0200160","2020","AK","0500000US02016","02016","4","9","Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"11377885025","25183635754","Aleutians West","Aleutians West Census Area","S","+51.9594469","+178.3388130","05",,5232,1667,259,728,1513,239,452,374
"G0200200","2020","AK","0500000US02020","02020","4","9","Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,"11260","1","999","99999",,,,,,,,,,,,,,,,,,,"4420591349","621302197","Anchorage","Anchorage Municipality","C","+61.1742503","-149.2843294","12",,291247,164446,14576,23661,27646,10001,10115,40802
"G0200500","2020","AK","0500000US02050","02050","4","9","Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"105223804364","12764675306","Bethel","Bethel Census Area","S","+60.9291413","-160.1526246","05",,18666,1665,85,15632,202,2,64,1016
"G0200600","2020","AK","0500000US02060","02060","4","9","Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"1248315815","949775630","Bristol Bay","Bristol Bay Borough","A","+58.7416610","-156.9668053","04",,844,370,6,305,5,3,12,143
"G0200630","2020","AK","0500000US02063","02063","4","9","Alaska","02","Chugach Census Area","063",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"24682168359","14538928722","Chugach","Chugach Census Area","S","+60.4884737","-146.2030924","05",,7102,4907,49,669,529,62,126,760
"G0200660","2020","AK","0500000US02066","02066","4","9","Alaska","02","Copper River Census Area","066",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"63952335592","1217429937","Copper River","Copper River Census Area","S","+62.0344790","-143.9221674","05",,2617,1611,8,663,17,10,26,282
"G0200680","2020","AK","0500000US02068","02068","4","9","Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"32740165582","66105677","Denali","Denali Borough","A","+63.6820386","-150.0270164","04",,1619,1382,11,61,13,5,8,139
"G0200700","2020","AK","0500000US02070","02070","4","9","Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"47484825242","5943879883","Dillingham","Dillingham Census Area","S","+59.5433255","-158.2671226","05",,4857,799,25,3453,48,9,27,496
"G0200900","2020","AK","0500000US02090","02090","4","9","Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,"21820","1","999","99999",,,,,,,,,,,,,,,,,,,"18997068212","259343323","Fairbanks North Star","Fairbanks North Star Borough","A","+64.6760436","-146.5481586","04",,95655,65971,4014,7555,3104,604,2237,12170
"G0201000","2020","AK","0500000US02100","02100","4","9","Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"6069358955","1041214321","Haines","Haines Borough","A","+59.0984037","-135.5757906","04",,2080,1589,2,214,14,2,17,242
"G0201050","2020","AK","0500000US02105","02105","4","9","Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"16978039504","7804886156","Hoonah-Angoon","Hoonah-Angoon Census Area","S","+58.4033360","-135.8849090","05",,2365,1147,6,878,16,5,29,284
"G0201100","2020","AK","0500000US02110","02110","4","9","Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,"27940","2","999","99999",,,,,,,,,,,,,,,,,,,"7003406836","1426230792","Juneau","Juneau City and Borough","C","+58.3729099","-134.1784454","03",,32255,20124,350,3614,2101,476,653,4937
"G0201220","2020","AK","0500000US02122","02122","4","9","Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"41484923347","22541184317","Kenai Peninsula","Kenai Peninsula Borough","A","+60.3607660","-152.0526403","04",,58799,46382,386,4228,809,182,824,5988
"G0201300","2020","AK","0500000US02130","02130","4","9","Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,"28540","2","999","99999",,,,,,,,,,,,,,,,,,,"12579382524","4651611659","Ketchikan Gateway","Ketchikan Gateway Borough","A","+55.4499378","-131.1066847","04",,13948,8430,103,2334,1129,26,224,1702
"G0201500","2020","AK","0500000US02150","02150","4","9","Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"17324067231","14148864370","Kodiak Island","Kodiak Island Borough","A","+57.7044003","-153.9183721","04",,13101,6570,90,1826,2803,117,388,1307
"G0201580","2020","AK","0500000US02158","02158","4","9","Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"44229388640","6686187054","Kusilvak","Kusilvak Census Area","S","+62.2835878","-163.1901714","05",,8368,173,16,7946,23,0,18,192
"G0201640","2020","AK","0500000US02164","02164","4","9","Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"61724164724","25989695209","Lake and Peninsula","Lake and Peninsula Borough","A","+58.1085067","-156.4134134","04",,1476,303,2,994,9,1,0,167
"G0201700","2020","AK","0500000US02170","02170","4","9","Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,"11260","1","999","99999",,,,,,,,,,,,,,,,,,,"63990747114","1446632980","Matanuska-Susitna","Matanuska-Susitna Borough","A","+62.2656263","-149.5039935","04",,107081,83035,1121,6844,1559,506,1717,12299
"G0201800","2020","AK","0500000US02180","02180","4","9","Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"59490634310","13780758093","Nome","Nome Census Area","S","+64.7836858","-164.1889119","05",,10046,1422,55,7556,111,5,56,841
"G0201850","2020","AK","0500000US02185","02185","4","9","Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"230052127559","15551055437","North Slope","North Slope Borough","A","+69.4493427","-153.4728302","04",,11031,3082,162,5748,641,321,118,959
"G0201880","2020","AK","0500000US02188","02188","4","9","Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"92367472817","12837268666","Northwest Arctic","Northwest Arctic Borough","A","+67.0050655","-160.0210864","04",,7793,700,72,6469,55,12,23,462
"G0201950","2020","AK","0500000US02195","02195","4","9","Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,"99999","9","999","99999",,,,,,,,,,,,,,,,,,,"7512659846","2385852278","Petersburg","Petersburg Borough","A","+57.1124581","-133.0085979","04",,3398,2470,49,247,123,12,61,436
